,low,high,open,close,volume,price_change,average_price,volatility,pct_change,day_of_week,close_lag_1,volume_lag_1,close_lag_3,volume_lag_3,close_lag_7,volume_lag_7,close_MA10,close_ema_7,close_ema_14,close_ema_30,RSI,MACD,Signal_Line,volatility_7d,volatility_14d,volatility_30d,momentum_1d,momentum_7d,momentum_30d,month_of_year
low,1.0,0.997549176382431,0.9978546562547828,0.9984683726001239,-0.2737693603495886,0.017048769479388045,0.9993561041989154,0.06473800350879698,0.014208832438274529,0.0061586095117829006,0.04509014987041769,-0.024963023046543922,0.07139061706643637,-0.01885955941498593,0.10814055527911541,-0.009397161565723901,0.7585583732042068,0.9528710462477525,0.941054151559215,0.960444088838743,-0.06608177134010829,0.8563159534847855,0.09316668814260158,0.027646637749914896,0.046947467752499236,0.08207310969698874,0.014208832438274267,0.09520724333344889,0.07391706092736848,-0.12107306600507534
high,0.997549176382431,1.0,0.9986392203797403,0.9987076421596137,-0.2307197850189909,0.010138418681415358,0.9994173437166072,0.12893765918608102,0.010718871491381655,-0.011004944298130594,0.04572910951849757,-0.01650665396333516,0.06911164388921134,-0.008446211632543433,0.10952423576080492,0.0020067009678091208,0.7586163343667833,0.9530097572192834,0.9414648887013283,0.9613323525621149,-0.06519279232327803,0.8556340177432368,0.09203345870735044,0.02409348782514933,0.04424629559967588,0.07631237933484498,0.010718871491381399,0.08845380622792569,0.07151950980103823,-0.12362523975672005
open,0.9978546562547828,0.9986392203797403,1.0,0.9968911649866764,-0.24599225726625873,-0.03015578664352398,0.9988685527721792,0.10666780207853131,0.014297616535542831,-0.002754554038926945,0.04238521825778992,-0.019074871850893703,0.06970165290180694,-0.012089354489070246,0.10722803685316033,9.520963738973828e-05,0.757303009366508,0.9510304709962704,0.9400505071940233,0.9607643218376659,-0.06585293742635392,0.8520957942598998,0.08964405389390342,0.026629173787994627,0.04560688845022386,0.07907230863961351,0.0142976165355426,0.08989085685309249,0.07283916461472377,-0.12150758105734549
close,0.9984683726001239,0.9987076421596137,0.9968911649866764,1.0,-0.25186859719540955,0.04869302470983185,0.9992030181462038,0.09917025853403448,0.011099140278413584,-0.0030750795498798982,0.045109682079469665,-0.021582171087947143,0.06915249995046491,-0.012551429620575314,0.10951122562512358,-0.0024295656417974397,0.7594217061333994,0.954146465224064,0.9420929268471684,0.9610779394985725,-0.06458262964785967,0.858364478641683,0.09468021465534363,0.024938637076406686,0.04567879804831392,0.07883596401283254,0.011099140278413343,0.0933334143509949,0.0713513727106132,-0.12281821499174027
volume,-0.2737693603495886,-0.2307197850189909,-0.24599225726625873,-0.25186859719540955,1.0,-0.07683109836842567,-0.25186132326480604,0.6770265461752678,-0.06573828237730059,-0.33214553565306,-0.004638474268335331,0.08213566404928699,-0.04796559212083776,0.13471421515954637,-0.04629602843303874,0.1835792670564281,-0.20553234562978312,-0.24007451674214197,-0.23660570417509294,-0.2405544020543696,0.041221475896527936,-0.21726616213125222,-0.025891724250034227,-0.06844411904774245,-0.06383735876732016,-0.11954053170545417,-0.06573828237730059,-0.06430071922981404,-0.04385602463745838,0.007153894901861998
price_change,0.017048769479388045,0.010138418681415358,-0.03015578664352398,0.04869302470983185,-0.07683109836842567,1.0,0.013515589836288776,-0.0941240074369277,-0.04044330321048419,-0.004091773213505929,0.03495614742745752,-0.031984795636790686,-0.006319537776855426,-0.005974134139104782,0.02996004927363624,-0.03202854077410146,0.03390797319801317,0.04835811980145422,0.034636771878261245,0.012897391278124799,0.015503871550871958,0.08743488827576479,0.06472115571451154,-0.02119903278160919,0.0013356197030561072,-0.0022642475785500877,-0.04044330321048418,0.044506916635044975,-0.018198032484265887,-0.017754727997857152
average_price,0.9993561041989154,0.9994173437166072,0.9988685527721792,0.9992030181462038,-0.25186132326480604,0.013515589836288776,1.0,0.09769927069507983,0.0124278885071253,-0.002639088139130637,0.04544544360240852,-0.020641895607332816,0.07026571375100567,-0.013531152362649202,0.10891638469369111,-0.0035550190670712695,0.759053006112381,0.9535261793397752,0.9418415372810119,0.9614882340778611,-0.06566640345340809,0.8564910815145292,0.09264266860402517,0.02584152635789839,0.04559107987471336,0.0791693080932649,0.012427888507125055,0.09180243134552726,0.07273289925139302,-0.12245602505537319
volatility,0.06473800350879698,0.12893765918608102,0.10666780207853131,0.09917025853403448,0.6770265461752678,-0.0941240074369277,0.09769927069507983,1.0,-0.043423830399445584,-0.2418263665918266,0.009939950936328702,0.1448744786653863,-0.02122413706114637,0.1583792872699015,0.02574655501834436,0.20093684934485703,0.07618146313865919,0.09274617336497658,0.0959873079273213,0.10516875715216177,-0.003194878324263352,0.0705599997905346,-0.007391961700218841,-0.04758656395970266,-0.040597847817749576,-0.08500924895258877,-0.0434238303994456,-0.05227733452487414,-0.02590019598873975,-0.07328175114700626
pct_change,0.014208832438274529,0.010718871491381655,0.014297616535542831,0.011099140278413584,-0.06573828237730059,-0.04044330321048419,0.0124278885071253,-0.043423830399445584,1.0,0.022661350281121446,-0.09189371827360761,0.4931376249453234,0.04942816692228502,-0.11342316043164366,7.659237173106141e-05,-0.05457374552598628,0.01972226863524979,0.0007262035803596876,0.0032854556919894797,0.002842799061336803,-0.007905642315221145,0.003157289789244758,0.02123620802609667,0.9029700194092485,0.7225227220817059,0.5292711650561495,1.0,-0.007625299348990964,0.05412567158090113,-0.015031137161824935
day_of_week,0.0061586095117829006,-0.011004944298130594,-0.002754554038926945,-0.0030750795498798982,-0.33214553565306,-0.004091773213505929,-0.002639088139130637,-0.2418263665918266,0.022661350281121446,1.0,-0.02791506083764019,-0.050685627956679496,0.030821682951275745,-0.04716587970981753,0.04525132332396142,-0.023500656155840443,0.012787675261763509,-0.004778891917256383,-0.005013979999822064,-0.0036731916065521463,0.019924829951328864,-0.006699423697117927,-0.011442907957541224,0.03505836584990971,0.014830875013047874,0.013383176963786006,0.022661350281121415,-0.01693975365334574,0.01335606471182325,0.004841810176704337
