,low,high,open,close,volume,price_change,average_price,volatility,pct_change,day_of_week,close_lag_1,volume_lag_1,close_lag_3,volume_lag_3,close_lag_7,volume_lag_7,close_MA10,close_ema_7,close_ema_14,close_ema_30,RSI,MACD,Signal_Line,volatility_7d,volatility_14d,volatility_30d,momentum_1d,momentum_7d,momentum_30d,month_of_year
low,1.0,0.9963133044359729,0.9969686618112801,0.9975559682153164,0.16330105885648696,-0.007702405961531478,0.9989918499866044,0.10416202271645668,0.06901285952933692,0.005779231632251064,0.05874744331576539,0.13979240395770978,0.1994268246792002,0.11358092563075411,0.05996558235993919,0.1559050665547275,0.35766257662402917,0.3059050017588666,0.4300139245940361,0.5433535332735022,0.012073881415276044,-0.04184950478361619,0.021457517305213666,-0.05441403668088006,-0.06905663513664509,-0.10940292182715965,0.06901285952933692,0.09253703638561665,0.05087999110943923,0.17890777293069804
high,0.9963133044359729,1.0,0.9979324086432114,0.9978272534202517,0.21209054186869547,-0.014897004111356481,0.9991601155716993,0.17612236687058927,0.06786121525535575,-0.003965440159920546,0.055708398622320424,0.15020461782214078,0.19619665178788498,0.12646359099293697,0.061236314824051646,0.16546219056239725,0.3580358793846277,0.30598227206659945,0.43107678443758773,0.5456574744737224,0.010432950422916006,-0.044021927638918046,0.019784988607700345,-0.05548413389244827,-0.07151478609570099,-0.11025568865123017,0.06786121525535577,0.09120852412785993,0.053540640866774035,0.17621806921448557
open,0.9969686618112801,0.9979324086432114,1.0,0.9953580822632738,0.1822354617017799,-0.06197470341649776,0.9983912087646895,0.1458202578024609,0.06554201440941063,-0.00120815556297344,0.05844490804268639,0.14850324085791794,0.19586667400538127,0.1278689123318776,0.06274344618628303,0.16753076515099735,0.35829959314868054,0.30584651096528276,0.4306779856246534,0.5456107136238931,0.015214133589720846,-0.04480750989201978,0.01733049254640318,-0.05512526648869945,-0.07072754121907082,-0.11099632814519618,0.06554201440941054,0.09227466221767258,0.04748466551004344,0.1776313805588597
close,0.9975559682153164,0.9978272534202517,0.9953580822632738,1.0,0.19227523586173545,0.03436875813253514,0.9986167039676054,0.14515037096646746,0.06924582286215067,0.0025534016458820526,0.06044964570543182,0.1422797866077697,0.1983814920487354,0.11573806252644504,0.060050586257718704,0.15519152191366117,0.35960310229526227,0.30801147715632404,0.4320881012369052,0.5452526000029141,0.009038283865312715,-0.04036816444892146,0.022674030968167256,-0.05559000713068837,-0.06990278612930548,-0.10871173290741822,0.06924582286215038,0.09044874017605763,0.05489628049318703,0.1779642510105476
volume,0.16330105885648696,0.21209054186869547,0.1822354617017799,0.19227523586173545,1.0,0.10159755928711885,0.18898208127420793,0.7005047202454384,0.0041131151604766394,-0.1313766736985827,-0.017049752021388427,0.08974342131063472,0.01074154376600413,0.1971343019674168,0.0246318333473031,0.09864856178004665,0.02648071481903744,0.008800782948432354,0.03517249482001682,0.06503073733268455,-0.07934276097923819,-0.04916243905485503,-0.03179118706903159,-0.01569900137547393,-0.05975604984184311,-0.059943134123994525,0.004113115160476607,-0.006121616979233867,0.02688879271277149,0.07194418731930018
price_change,-0.007702405961531478,-0.014897004111356481,-0.06197470341649776,0.03436875813253514,0.10159755928711885,1.0,-0.011474297797926707,-0.008964585198325725,0.037504054828514814,0.039026440082283086,0.019981806166761255,-0.06659570782563366,0.023370420449299482,-0.12757365490913472,-0.028794719857367295,-0.1302835515175159,0.00856110880755187,0.018220655466821674,0.008665324131074544,-0.011262434211326977,-0.06425795291063864,0.046658733058589905,0.05517610115871824,-0.004056991468909784,0.009531752860523044,0.025228339676619162,0.03750405482851485,-0.02021259299336164,0.07620617640405736,0.0009945319748525193
average_price,0.9989918499866044,0.9991601155716993,0.9983912087646895,0.9986167039676054,0.18898208127420793,-0.011474297797926707,1.0,0.14191345162073,0.068473788571095,0.0006853512594551158,0.057211276527801315,0.14536967212522808,0.19792021380179833,0.12042679302204483,0.06068576272486702,0.16104972252456884,0.3581873362955798,0.3062271830304854,0.43096615414103434,0.5450595863100628,0.0112263335206679,-0.04302483732620436,0.0206020775211945,-0.055024115266214035,-0.0704065423522822,-0.10994992183553634,0.06847378857109501,0.09192708017623857,0.052319120927955105,0.17766508076483983
volatility,0.10416202271645668,0.17612236687058927,0.1458202578024609,0.14515037096646746,0.7005047202454384,-0.008964585198325725,0.14191345162073,1.0,-0.012447853375476103,-0.11619209783677119,-0.01630209474591897,0.11915573549586903,-0.003107991931325683,0.20145659784048045,0.019938524147723926,0.13713578563674064,0.07099666101045365,0.06214934282900909,0.09411388299183511,0.12916205988382123,-0.0376946476341946,-0.029426807639131025,-0.021304713367620118,-0.03897071354981741,-0.08094764635316587,-0.06923371257370096,-0.012447853375476109,-0.018051078328360077,0.004471792778551006,-0.029563487355238213
pct_change,0.06901285952933692,0.06786121525535575,0.06554201440941063,0.06924582286215067,0.0041131151604766394,0.037504054828514814,0.068473788571095,-0.012447853375476103,1.0,0.035727262030285006,-0.17802084960998688,0.6051383824472968,0.0028605630781385247,-0.08173486120656921,0.021284247567973667,-0.006967067140873525,0.046244523099621425,-0.03936524020127994,0.01016386184582422,0.045702899396337926,0.022791571615538825,-0.08426276453524355,0.010706026896671312,-0.06864596998943939,-0.053256233717887645,-0.00410029124016809,0.9999999999999987,-0.003612897386474499,0.04632143790691493,0.04250394189320419
day_of_week,0.005779231632251064,-0.003965440159920546,-0.00120815556297344,0.0025534016458820526,-0.1313766736985827,0.039026440082283086,0.0006853512594551158,-0.11619209783677119,0.035727262030285006,1.0,0.02315979779766254,-0.048905460068956116,-0.007318037290012226,-0.014128379460430603,-0.014678899893506852,-0.014380927523874376,-0.014539651760826404,-0.006087186930174736,-0.006953161997129428,-0.004249346465733445,0.014400810988124966,-0.008361483296849303,-0.01554020188047596,0.025823913123435557,0.07646477998699197,0.021229447397490827,0.03572726203028507,0.008319230657360354,0.0005868747721465877,0.004841810176704337
close_lag_1,0.05874744331576539,0.055708398622320424,0.05844490804268639,0.06044964570543182,-0.017049752021388427,0.019981806166761255,0.057211276527801315,-0.01630209474591897,-0.17802084960998688,0.02315979779766254,1.0,-0.127056369648831,-0.07787200313882667,0.0031726250893672455,-0.03585908558000344,0.01342783316348918,0.21184798749233083,0.5952882227976837,0.43327876894627537,0.2903990525256812,-0.0032327982463017475,0.572987197838351,0.18623948954281425,0.10347877281793785,0.053181576250258794,0.030232410570674557,-0.17802084960998688,-0.009942666541763344,-0.023819350000248745,0.008232017362474687
volume_lag_1,0.13979240395770978,0.15020461782214078,0.14850324085791794,0.1422797866077697,0.08974342131063472,-0.06659570782563366,0.14536967212522808,0.11915573549586903,0.6051383824472968,-0.048905460068956116,-0.127056369648831,1.0,0.04262499193621005,-0.04398031990218437,0.0164857624659489,0.027194126534060812,0.042470230749238495,-0.027717785999919718,-0.003189985949057725,0.010918744291746284,0.02654059020403419,-0.038374396009984414,0.01838579492241844,-0.016056731990916884,-0.04887493539953214,-0.026057438202007524,0.6051383824472979,-0.031725068005418924,0.01135152188625526,0.03523028447676162
close_lag_3,0.1994268246792002,0.19619665178788498,0.19586667400538127,0.1983814920487354,0.01074154376600413,0.023370420449299482,0.19792021380179833,-0.003107991931325683,0.0028605630781385247,-0.007318037290012226,-0.07787200313882667,0.04262499193621005,1.0,-0.14021643376008855,-0.07940588797276298,-0.019316818168772187,0.2276374096785978,0.2882620989870374,0.3201960681885208,0.294262453304845,-0.019349601720520165,0.21105760405651172,0.2842429528192949,0.1294489941340581,0.0532150699469307,0.06301571438098127,0.0028605630781383547,0.0010372703697333412,0.010801522561025326,0.007914352639779455
volume_lag_3,0.11358092563075411,0.12646359099293697,0.1278689123318776,0.11573806252644504,0.1971343019674168,-0.12757365490913472,0.12042679302204483,0.20145659784048045,-0.08173486120656921,-0.014128379460430603,0.0031726250893672455,-0.04398031990218437,-0.14021643376008855,1.0,-0.00817256708714308,0.0031796663961791097,-0.043705006447990115,-0.03235598985915506,-0.03612843350468973,-0.030475828351365503,-0.012037774374472966,-0.028087001733465154,-0.04325392696162649,0.00550264858974223,-0.04513032662091645,-0.08938451057651789,-0.08173486120656938,-0.0672898123575066,-0.03337699397801494,0.09469121672123254
